Timestamp,What is your Recitation/Group Number? (E.g. B1-1... double check with your TA/instructor if you're not sure!),Anti-racist solution to address the historical context in which society is situated,Anti-racist solution for the structures/society in which these people are embedded,Anti-racist solution for the people behind the technology,Anti-racist Solution for the racist technology in our case study,How much money would you allocate to your solution for history?,How much money would you allocate to your solution for structures/society?,How much money would you allocate to your solution for the people behind the technology?,How much money would you allocate to your solution for fixing the technology itself?,"Is 100 billion is enough money to address the problem you seek to solve? If so, why? If not, how much more would you need to be successful? Also, if not, which of the 4 categories above would you allocate the majority of the extra funding to and why?"
10/8/2021 12:12:53,C2-4,"Since racial biases and discrimination are built into society at a structural level, one way to address the problem would be to teach students in schools about racial biases and discrimination throughout history to educate them in an effort to eliminate this in our society. You could do this by adding the topic as a requirement for school curriculums."," One way to address or change how there is racism in a structural level is to give or provide more resources to disadvantageous people and communities that have been historically hindered due to discrimination or racism. This would strive to increase equity to make it a more equal playing field because there are many groups that have advantages and that have disadvantages, if we were to give these groups the same treatment, the original group with historical advantages would have a higher hand or would have a higher chance of being successful. Some resources would be stimulus checks, scholarships, welfare checks, financial benefits, food, and more. These can help in our society where those who are most privileged and successful usually have a history of generational wealth. It may get hard to get funding. ","Another way to solve people making racially biased decisions is by establishing laws that fines people who make racially biased decisions. Just like in the Vox video Are We Automating Racism? Twitter has been using an automatic cropping algorithm that is biased towards white people over black. Since the developer of this system did not perform enough testing before releasing their program. People should be able to sue them or they would be fined for their programs. A potential challenge that may occur is an opposing group of people against the newly established law. However, in a democratic society, we just have to get the majority to support this law.","The problem is that algorithm developers that choose proxy variables that have racial bias can be solved by having representatives in their groups or companies that point out anything that can be racist. Like in the Vox video named Are We Automating Racism?, the Twitter automatic cropping algorithm created a program that favored white people over black people. Thus, to address this issue if the developer behind the program had an official that deals with racial biases these algorithms wouldn't have this kind of problem. I doubt a potential challenge would occur since a representative is selected and approved by others.",50000000000,20000000000,10000000000,20000000000,"$100 billion will not be enough. You can't pay people to change their minds. However, what we need is more time to teach the next generations about racism and how to think equally and fairly. So, putting the extra funding into the historical category solution would be best because we can teach the future generation about racism and shift their mindset on it, while increasing equity in education."
10/8/2021 12:19:58,C2-5,"Throughout history, black people have been criminalized and treated as second class citizens. This bias is passed down and changed from generation to generation. In order to break the cycle of racism, we have to educate children before the biases that are passed to them become their beliefs. ","One solution is to encourage people to vote for elected leaders that are committed to change. This is especially true for local governments that are more likely to listen to the wishes of the people. Even though people tend to be skeptical of politics these days, the quickest way to create change is through government policy and action. One example of how this can be done is through undoing past policies that were harmful to people of color. The video, Does My Neighborhood Determine My Future?, discusses how policies like redlining created areas of disinvestment and poverty. These areas were unfortunately inhabited mostly by minorities. Actions that could undo the damage caused by redlining would include providing more funding for schools in those areas, as well as funding for infrastructure and amenities. ","One solution would be to include more minorities in these decisions. For example, if the people who created PredPol received input from people who lived in the overpoliced neighborhoods, who tend to be mostly minorities, they would have been more likely to consider the presence of discrimination in the data that they use to develop the algorithm. Getting feedback from all the people that technologies impact is crucial because there tends to be a disconnect between them and those that create the technology, especially in the case of PredPol. In this case, the idea of predicting crime based on past data may have seemed like a good thing in the eyes of the police officers, but it may have seemed like bad news in the eyes of the people in the targeted communities. ","One solution would be to create a law or regulation which requires that data used for technology is evaluated for biases. These biases can include criteria such as gender, financial status, or age, in addition to race. If laws exist that prevent people and organizations from discrimination due to race in areas such as job interviewing and loan eligibility, there can be laws that prevent discrimination that is perpetuated by technology. ",15000000000,5000000000,20000000000,15000000000,"100 billion is enough to implement a temporary solution. However, in order to make sure that racism is ended and never returns, this is how educational systems need to be forever. This would require funds for years and years to come. 
We would put more money into the structural category. Even though history is the root of the entire problem, we cannot change history. What we can change is the structures that are present today. "
10/7/2021 15:01:01,C3-1,"One way might be to sort of hit the reset button; meaning that somehow, someway the playing field for minorities and the majority is leveled. For example, it might be possible that attributing funding to poor minority neighborhoods in areas of education, infrastructure, and making jobs to match white neighborhoods until the changes become stable.","In the Vox video titled Vox Video titled Does My Neighborhood Determine My Future?  they mention ""The first policy was called the homeowners loan corporation or HOLC or ""hulk"" part of HOLC was sending real estate appraisers to hundreds of cities across the country and these appraisers would grade neighbors in these cities, and this is where the term redlining comes from."" They define redlining as ""the practice of banks withholding home loan funds or Insurance from neighborhoods considered poor economic risks"", and this is a very key way that racial biases and discrimination were being built into our society at a structural level because the video showed us that these real estate appraisers had clear signs of bias in their evaluations of these neighborhoods. One of the documents provided by these real estate appraisers describing the neighborhoods that were surveyed said the area is well laid out and improvements are attractive, but the proximity of negro families on Spruce St caused the score to suffer. At the southern edge precludes the district from a better rating, and is retarding its development. These real estate appraisers were deliberately giving lower scores to neighborhoods that had even the slightest relations with African Americans, ultimately causing these people to have significantly worse living situations, no home loan funds or insurance, despite some of them not having any kind of economic risks to the banks. I believe that one way we can help address this problem is to not allow race to be a factor when determining the ratings of these neighborhoods, being that essentially the main reason several neighborhoods were redlined was due to the heavy concentration of minorities and more specifically negros, we can conclude that these maps should no longer be considered an accurate way of measuring the economic status of these neighborhoods, and we have to institute a re-evaluation of these neighborhoods in order to acquire more accurate results without racial bias. This could involve training thousands of people to survey neighborhoods and diagnose problems to be solved.","You address the issue of structural racism being reproduced over time by giving more education on the subject. Racism is not something you are born with, it is something you are taught so if you have more education on it you are more likely to not be part of the discriminatory group. A solution to this could be to teach the developer to be anti-racist and choose new, not racially biased variables. Documents or programs could be made to guid and remind developers on how to keep their code unbiased.   Another way we can address this issue is to increase the budget of our police will cause our policing forces to be better equipped by re-training our current officers and establishing new training protocols to ensure that all of our new officers from there on can satisfactorily complete their jobs, and in the event of arrests and legal decisions, use no racial bias. This will also lead to a more accurate representation of our crime data through removal of racially biased decisions in our justice system, effectively making it easier to pinpoint where actual crime lies rather than accused crime through racial profiling.",A method that might work is changing the PredPol algorithm to account for racially biased data and then account for it when it tries to predict where the most crime occurs.  This might require a large team of people working many years to come up with an algorithm based on intense research and data collection. Then it would have to be implemented which could require expensive equipment in order to actually use and apply the new algorithm.,64000000000,15000000000,11000000000,10000000000,"It might not be enough for fixing the historical issues by using the reset button solution of allocating massive amounts of funding to help minority neighborhoods catch up. But, for the others it should be more than enough as the other most expensive solution would be the retraining/reeducation in the human solution and the other two are of a similar scope, while the history solution could take many more billions of dollars to level the playing field, so it would take the rest of the extra funding. 
"
10/7/2021 14:54:08,C3-2,We need to preserve and educate people about our nation’s history even the dark moments like legal discrimination and slavery. We should be aware of the effects and try to solve them instead of brushing them under the rug like the Tulsa Race Massacre. We need to tell people how the voter suppression laws in states like Texas and Georgia are similar to the ones of the Jim Crow era i.e. before 1960s. Critical Race Theory is the general study of the societal effects from the discrimination of black people in America. We shouldn’t ban Critical Race Theory like how states in the Deep South have done but instead push people into this field of study. ,"A prominent form of racism at a structural level is the lack of funding for schools in low-income communities. Black students disproportionately attend these schools and the quality of education at them is not on par with those in richer, more disproportionately white neighborhoods. Because property taxes are low, and that is what is used to fund education, the schools can’t afford to have a strong curriculum that prepares students for life.  To address this, more funding should be distributed to these communities so that the quality of education can be improved, and lead students down a road of success.","We humans should unite all together and say “NO” to racism. If we all make it clear that we are tired of the tension that exists between races, it is no longer going to exist. We can do that by starting a movement to raise people’s awareness about that. Peaceful protests are a good solution to make people's voices heard. Unity is the secret to achieve that goal. ","Personally, I would take some of the best programmers from all over the world to spend time working on an algorithm that could ignore factors like race, sex, and other factors that shouldn’t matter. Making algorithms have a non-bias, it will take people from many diverse backgrounds in coding and life to help put something together that you could add to any other algorithm that would take those factors and hopefully eliminate the program’s bias. It would almost be like how scientists from around the world came together to make the covid vaccine. If you had a one shoe fit all fix to racism for all algorithms, you can focus on other things like making sure the data you submit doesn’t hold a racial bias.",10,55,15,20,"While 100 billion gets the ball rolling, having more funding for structural and Technological would be helpful. Racism is so deeply rooted in so many areas of society, the budget to completely overturn it will be more than 100 billion alone. Getting people from around the world and paying them top Computer Scientists money will also become pricey and timely."
10/7/2021 14:55:52,C3-3,Change the teaching aspect upon history. Which will slowly change the perspective about the idea of racism. ,Help fund poor neighboorhoods and create a more equal society with poor neighborhoods the resources they need to get the same opportunities as anybody else. ,"Teach your kids about racism and over many generations it can change the view point of the cultures of other people till it becomes not a problem anymore, family beliefs.",Collect data that is not biased towards a subject.,9,60,1,30,No you cannot put a dollar sign on something so important throughout history and somehow change it overnight. It has been happening for thousands of years and putting billions of dollars to somehow solve it in a lifetime is meer impossible
10/7/2021 14:39:25,C3-3,	Change the teaching aspect upon history. Which will slowly change the perspective about the idea of racism. ,	Help fund poor neighboorhoods and create a more equal society with poor neighborhoods the resources they need to get the same opportunities as anybody else. ,"Teach your kids about racism and over many generations it can change the viewpoint of the cultures of other people till it becomes not a problem anymore, family beliefs. ",	Collect data that is not biased towards a subject.,9,60,1,30,No you cannot put a dollar sign on something so important throughout history and somehow change it overnight. It has been happening for thousands of years and putting billions of dollars to somehow solve it in a lifetime is mere impossible. 
10/7/2021 15:05:46,C3-4,At this level of analysis to address racism it is required to gather enough information about the past. Then we could analyse what were the flaws and find solutions that will make the society a better place for everyone. We would need the help of historians that will give a racial aspect of the society in a particular period. Another group of researchers could interpret those ideas. Focus on the most important points about racism and use the data not in a biased way.  Some potential challenges  are the accuracy of that information because some places don't have records that could be useful., We can prevent racism from society by making people understand that the United States is a country of various races and religions and everyone is working or trying to put effort to make America great again. We should always value one another and will try not to judge by their skin color because they are all part of the country and a part of us.,"We can prevent racism by changing people’s mindset. By creating awareness about their community, we can set up an organisation which will teach the general people the way of ife and the positive aspects of the country. By creating a mindset we can prosper in life positively and hopefully reduce racism.","It is the most “superficial” level, in the sense that solving the problem with the algorithm will not have any significant and lasting impact on the issue of racial bias in society as a whole, so it will receive the least amount of funding out of all four categories.  A combination of multiple different ways is the best approach for this problem. Firstly, the data that is fed into the algorithm must be checked and corrected for racial bias. What if we create a machine learning algorithm that does this automatically for us? We could manually correct a large set of data, feed it into the “bias-removal” algorithm and teach it to remove biases. After that algorithm does its work, we can feed the sanitized data into the policing algorithm. This solution appears to be more cost effective than manually removing the bias in all sets of data. One might argue that this just shifts the problem from one algorithm to another, but in this case,  it might be effective to fight fire with fire. ",13000000000,40000000000,20000000000,17000000000,"The history budget will provide all the information in a large period of time and gathering the data would be cheaper than any other parts.

The structural budget could use the most money because organizing every specific part would be a challenge that requires a lot of resources.

The human budget will use a significant amount of money because the population is extremely important and could be the success or the failure of this project. 

The technological budget would be the lowest out of them all. According to https://medium.com/cognifeed/the-cost-of-machine-learning-projects-7ca3aea03a5c ,
It costs around $136,750 on the higher end to create a machine learning project. The annual compensation for a machine learning engineer is more than $170,949 according to https://builtin.com/salaries/dev-engineer/machine-learning-engineer. If we hire around 100000 engineers for this purpose, the total cost will be 17 Billion.

100 billion would not come even remotely close to solving the problem. We will need 1 trillion USD and more to be successful. A large amount of money needs to be funneled into making structural change. Usually, economic policies cost in the order of hundreds of billions, and trillions of dollars. If we need to make changes to structures that are well-entrenched in society, we will need an amount that is at least in that scale. "
10/7/2021 15:03:33,C3-5,"History What to do:  If the American society is structurally discriminatory, then the policies which are being followed or the culture that is still following should be banned. New amendments and practices should be implemented. Young adults are the coming generation. They are to be educated about anti-racism with campaigns and school practices. What challenges we will have to face: There will be people who will oppose this as they are following their traditions from a long time. How we can overcome the challenges: We can set up organizations and campaigns that will patrol around the cities spreading awareness and knowledge about anti-racism and new point of views.","Society/Structure What to do: I would assign researchers to pay attention to the role of race and racism in our public and private institutions and offer evidence-based solutions for how to address these inequities. Those researchers will play a crucial role as we continue to elevate the public discourse around race and racism in America. What challenges we will face: Researchers can have their own racist intentions. How we can Overcome that: We can make the researchers are a diverse group of workers to make sure there is as much inclusivity as possible, to catch any unconscious racial notions. ","Human There are certain groups or areas where they use an algorithmic method for making decisions but at last the person in charge of the organisation makes the decision. If that underlying decision is not appropriate then they can establish a three-tier system where the decision will be revised by three different people, so that the decision will be accurate and others will not think it as racially biased.  Sometimes people intentionally take underlying decisions to fulfill their own needs and greed. Other thing that can be done to resolve this is to eliminate the power of making final decision by a person in a program where discrimination is more likely to occur. Rather give those powers of making underlying decisions to a group of people or AI or any other technologies.Challenges: The group may have motives of their own that are fueled by their own greed, which might lead to conflict, or if the group were to collude for their own gains, it might lead to decisions being taken that might benefit them only  Solution: One way to fix this would be to let the decisions that the group stand for vote amongst the members affected by them, this would be the best way to eliminate biases. ","I would start a research that presents a framework for algorithmic hygiene, which identifies some specific causes of biases and employs best practices to identify and mitigate them. Researchers also present a set of public policy recommendations, which promote the fair and ethical deployment of AI and machine learning technologies. Challenges: the technology might not be  accurate.   Solution: The use of the technology can be simulated with tests, and its accuracy can be developed with enough experimentation and testing. ",22000000000,28000000000,1000000000,40000000000,"Yes, 100 Billion USD is enough for starters for addressing the problems in those four categories. 
The human category does not require much budget whereas the technological category requires most of the budget for setting a team in every state and cities for evaluating the algorithms or creating new.
If  the emerging challenges  are severe, then the categories might require more budget along the time.
"
10/7/2021 14:50:19,C4-1,We can educate ourselves on the history and how racism started. You can do that by reading textbooks and articles. ,In society we can have discussions about racism so we can know what to change. We can form discussion groups and have meetings talking about certain topics. We can encourage differences of opinions and not argue.,Humans can educate themselves more and think about the decisions they are making and how they are affecting people. You can talk to others and learn more.,For new technology we can prevent racism by not putting in any bias data. The ones who program can put in unbiased data.,1000000000,2500000000,1500000000,5000000000,"100 Billion is not enough money. No matter how much you put into this problem, there will always be a problem. You can put more money into technology and it might get rid of racism completely since you can program it to become unbiased. In history, structural, and human, people will always have a difference of opinion. 
"
10/7/2021 14:52:41,C4-2,"Having a solid set of fundamental values that are integrated into every policy, decision, and process is critical to creating a stronger, healthier, and better workplace culture. Now is the time to call out any ineffective rules, attitudes, partnerships, or customer connections that are at odds with your company's principles. Victims of prejudice, however, often remain silent for fear of retaliation or being wrongly judged. This is where management fails because they either turn a blind eye to discriminatory remarks or downplay the seriousness of the remarks or actions.","Structural racism is a continuous cycle that has historically hurt the minorities in the United States. The cycle must be broken, and to achieve this we must start at the very bottom and work our way up. This change will take a lot of time, but is the only foreseeable way to ensure the cycle is completely broken. We can start at the education level by ensuring education centers in poor minority areas are modernized and teach a well-rounded curriculum that inspires young students to grow into the person they wish to be. To ensure education remains a top priority at these schools we can implement types of positions that ensure the safety of education atmospheres and denounce crime related activity. Once the education level plan is intact it must be monitored and consistently altered to fit the active world's society and top understanding. After this we may move onto aid. Aid must be given out to those who absolutely need it. In the aid we should implement growth incentives to ensure that the people who are receiving aid are growing and putting themselves into valuable positions in society that not only hold value to them, but society as a whole. This incentive aid will break the generational cycle of families who rely on federal aid. ","By holding the people who developed the algorithm accountable who made those decisions, and making sure that it doesn't keep happening in the future. Also, you can try to educate these people so that they understand why these decisions were wrong, and why they should’ve used different data for the survey.","By making sure not to input biased data into computer algorithms. Even though the technology itself is not racist, inputting biased data can lead to results that impact people unfairly. For example, the predictive policing algorithm was used to decide where to send police officers in order to be best prepared to prevent crime. However, the algorithm was based on arrests in the area, and because of the recent over-policing in areas with minorities, the algorithm would send more police officers to those areas.",10000000000,30000000000,20000000000,40000000000,"No. The police budget itself is more than 100 billion dollars. To change the entire system it will take more than its budget. you need to retrain all police officers, create a new system. Hire/fire employees. Create new contracts for everyone. Get congress involved so that everyone has to follow the new system. this change will take years and hundreds of billions of dollars."
10/7/2021 14:51:36,C4-3,"Since the beginning there has been racial bias. To solve the problem, we can implement supervision for specific areas, count the prison population, and increase police support in order to stop what happened in the past. If we do this the crime rate will decrease, and because the crime rate is the reason for the need for this program, there would be no need for the use of this program, and there would be no such thing as discrimination.",We can change the way we look at things for the same problem which might help us solve the problem in a different way. Maybe we can also change the structure of the algorithm and implement it with a different and unique design.,"We can hire a more diverse and wider-ranged team to build the algorithm, instead of relying on the previous creators. This would help as the data fed into the algorithm would be less biased than it was previously, as there was obviously some problem with biased input.",We can present a bigger data set that would have more variability so that the way the algorithm processes the data set isn’t racist. The reason it was racist was because the data set was biased and it was a true representation of the actual proportion of the population. ,20000000000,20000000000,20000000000,40000000000,"100 billion is more than enough to address this problem of racial bias in the algorithm. 100 billion is a lot of money, and more than we could realistically spend, even across these 4 categories. We believe that rather than spending a lot of money to solve the problem we can solve majority of the problem by changing the way we think and then implement slight changes to help get rid of the problem."
10/7/2021 15:01:35,C4-4,"Over Policing of black communities is a result of a history of racial discrimination, and it is reflected within crime databases, especially by arrest records. When algorithms such as predpol use this data to predict when and where crime will occur, it will unfairly target black communities. Using new data collected unbiasedly, then applying it to predpol, will help remove predpol's own bias, by giving it unbiased data to base it's predictions on.","While Graduating schools are mandatory, some of classes can teach about racism, and learn about how this was worked through society. Between learning and not learning about racism causes huge different perspectives. ","To address the fact that the people who made the decisions made them with racial bias, new people could be put in charge of these positions and give them the responsibility to regulate these sorts of things (like algorithms, or laws) so that they no longer occur, and hold them accountable for it.  Money could be allocated to create new positions/jobs for people, creating programs for training for these jobs, as well as outreach to find people qualified for these jobs.","Algorithmic bias is a result of human intention. Also, are conceptualized before they are created, and are necessarily developed with the depeloper’s mind. Therefore society needs more scientists of all races to participate in the design of the technology and to build the concept of equality for all into the algorithm. So we can sponsor and encourage the education of minorities as a way to ensure and motivate them to participate in the future work. For example, establishing an education fund association for future researches. Second, a balance can also be achieved by making customized provisions for a certain number of minorities to participate in the different jobs.",20,30,20,30,"100 billion would be enough money because a complete overhaul in each category is not necessary, and where it is not necessary, it would reduce the budget. The structural category would most likely receive the most funding in practice because it would address the problem from a central source by changing parts of education, which would teach people about the discrimination present in America, leading to more people being anti-racist, and gradually diminishing racism in our society."
10/7/2021 14:49:53,C4-5,"To address racism at the historic level, we must study how, historically, racism was reproduced and patterns along time marks. To do so, we can start off by studying and analyzing the political structures under which racism thrived and existed and reference that structure to not reimplement it. ","To address racism on this level, we can eliminate a prominent problem that exists on this level- redlining. To eliminate redlining, we must first, for example, bring government regulation of the housing market to prevent unfair pricing along racial lines. If  capital owners resist, we can implement the decision via political and legal means.","We can address racism at this level by reminding people who hold racist ideas the anguish their ideas bring to a certain people and how their ideas can be reproduced and perpetuate the oppression against targeted communities. To do so, we can bring awareness through education systems and public talks on the topic.","To address racism on this level, we can bring race-neutral people to overlook the development of algorithms and what they learn through the provided data. To do so, we can appoint open-minded people to supervise machine learning.",10,40,30,20,"We don’t think 100 billion is enough to address racism on the structural level, given the distribution of funds to other areas. We think so because structural problems are deeply rooted and a major overhaul of the structures that reproduce racism would require more funds- maybe 10 Billion more. "
10/20/2021 15:12:14,,,,,,,,,,
10/21/2021 16:19:40,D2-4,The problem could be solved through giving more opportunities to disadvantaged minority households. This would help mediate the socio-economic differences between minorities and whites. One way this idea could be applied would be for college. More states need to help disadvantaged households. Helping subsidize the cost of attending college would be a major step in the right direction. ,"Another way to change the fact that racial biases and discrimination are built into our society at a structural level would be by building up the minority communities neighborhoods. Racial minorities tend to live in areas that do not create a environment to learn and grow as a person, if we start by building these communities up by completely revamping their education systems etc. this could help bridge the gap between education in different races. ","Establish clear standards about discrimination, so that only algorithms that pass the test can work in society.",You address the problem by checking the algorithm and proxy variable and look for any racial bias. Then if you find racial bias in the algorithm and proxy variable you change it so it is gone and there is no racial bias.,50,30,10,10,"100 billion is nowhere near enough to fix this problem that has affected America for so long, however, if the US was able to decrease their military budget by decreasing the amount of soldiers; then we could take that money and put it towards structural racism. We agreed that we would need around 500 billion allocated completely to the racism problem in America at all levels, most of the money that we would be receiving would go to the history, and society/structures of America."
10/21/2021 16:20:58,D2-2,"To address the fact American society has been unequal and discriminatory, you must first acknowledge it. Once you realize it has always been historically present, you can then understand the fact that it is structurally reproduced overtime. Since it has always been present, it was able to build itself up and set up almost a hierarchy. Changing this would require years and years of advocacy for the rights of the discriminated, to undo centuries of brainwashing.  This could be done through proper education, as well as campaigns to spread awareness of structural racism.","Structural racism is reproduced over time because individuals at a disadvantage due to these structures have trouble escaping conditions like poverty because people born into poverty will have a harder time escaping it due to a lack of opportunities and advantages. . Once you know the history it is easy to figure out why it is built in our society at a structural level. Parents teach their kids, who teach their kids and so on. This could be solved by increasing the quality of education in impoverished areas. Increasing the quality of education would allow people born in lower income areas to get better jobs through a better education.  ",A way we could address this is by giving the system a more diverse test and see if the system is racist or not. The more diverse the tests are the less discriminatory it will be and then release the algorithm once you feel it's no longer racially biased.,"The fact that people who made the underlying decisions did so in a racially biased way is because some people still have the superior attitude, or they didn’t care enough to make sure that systems are unbiased. This can be corrected by holding the police more accountable for racial profiling whether intentional or unintentional. ",10,40,30,20,"100 billion is more than enough. It will allow us to kickstart this project and get it up and running as soon as possible.  The majority of extra funding would have to go to the structural aspect because we are funding the education of certain areas. Raising awareness is not as costly as supplying schools, hiring teachers ect.

"
10/21/2021 16:26:20,D2-5,"Fund a program where the goal is to spread information about the history of our country and how it was founded on the back of slaves. All high schools are mandated by the state to teach a unit on the history of slavery in their history curriculum. A problem we could face could be a lack of funding for said courses, which can be fixed via backing from a social interest group, one example being BLM.",In order to change the societal norm of racism I could theoretically fund a program that seeks to change the way courts prosecute minorities. The current court system rates peoples risk of doing crime again by a system in which they consider upbringing and education. This is innate racist because of how African Americans/ other minorities make less than the wealthy(mostly white 1%). By removing this rating system they can help alleviate the systematic injustice against minorities in the court.  ,"Push for varied decisions made by the government by including more people of color in government. Find a candidate of color that would run for a position of government in an area that is predominately  run by Caucasian’s over a long period of time. One problem we could run into a lack of backing, but this can be tackled by spreading positive awareness of said candidate.","Create a database in which we store proxy variables free to use. The main goal is to provide a variety of data to give to people designing any type of algorithm.  With a wider and more expansive database, there should be enough data to eliminate any racial bias. Data will be provided by us, and any extra data can be provided through users, just like a wiki. ",10,50,20,20,"In all honesty, 100 billion will never solve the problem of racism. Due to people’s innate biases that are implanted in people, people will always see race. If people are taught to differentiate people through color at a young age they will always have different biases on the groups they were taught to differentiate. This is because human nature is not necessarily society's fault. Although 100 billion could alleviate some of the problems that society presents in relation to racism."
10/21/2021 16:26:25,D2-1,"Racism has been a big problem and controversial issue in America for a long time. American society has been historically unequal and discriminatory, and structural racism is reproduced over time. It should not be unknown to us how people other than white complexion have been and are still being treated. We have failed as a society. Racism still exists between us and somehow reproduces over time. People believing in race superiority has been promoting their agenda. Historically America has always prefered white people over any other skin color and always violated black or brown people rights. American cops have been unrightfully arrested and accused black people with charges for the crimes they haven't even done. They created an image of black people as a negative member of their society and have always violated and discriminated against them. Now when AI technology like PredPol uses previous crime data, which was completely against black people. It targets more black people and thus in a way creating more racism.","Racial biases have built into society creating hurdles in education, politics and social structures. This created many obstacles for minorities that hindered them. A way to address this would be by readdressing and reforming the Education system in america. For politics I would change policies that are backed by racist beliefs.","  I believe that when referring to the police arresting individuals in areas that they were looking for crime it makes sense. This is because they believe they will find more crime although that is a biased thought and it is partially due to our society embedding the idea that more crime occurs in areas that are majority black..One way that I would address to fix this issue would be to have an equal amount of cops patrolling in each area that their station is responsible for. If a certain area does legitimately report more crimes under those circumstances, then perhaps that data would be less biased", You could change the fact that an algorithm's developer chose proxy variables that had racial bias by having that data changed or removed for having racial bias. If this bias is removed then it is far less likely for algorithms to act in a racially biased way as it is trained in a more fair way. This problem could also be addressed by trying to use another algorithm to detect if racial bias played a significant role in the decision. If the decision was likely made in large part due to racial bias then that is when a person can review it and make the correct decision. ,10,35,35,20,"
Due to the large amount of resources that is needed to solve this problem, our group believes that 100 Billion USD is not a sufficient amount. One reason we believe this is due to the fact that the operating cost for policing nationally alone is 115 Billion USD. 500 Billion would be an appropriate amount perhaps even more funding may be needed in the future. We would allocate the majority of the funding into Structural because we believe that starting from the bottom is the solution. This means changing the way education is approached, politics, and jobs. 
"
10/21/2021 16:28:44,D2-2,"To address the fact American society has been unequal and discriminatory, you must first acknowledge it. Once you realize it has always been historically present, you can then understand the fact that it is structurally reproduced overtime. Since it has always been present, it was able to build itself up and set up almost a hierarchy. Changing this would require years and years of advocacy for the rights of the discriminated, to undo centuries of brainwashing.  This could be done through proper education, as well as campaigns to spread awareness of structural racism.","Structural racism is reproduced over time because individuals at a disadvantage due to these structures have trouble escaping conditions like poverty because people born into poverty will have a harder time escaping it due to a lack of opportunities and advantages. . Once you know the history it is easy to figure out why it is built in our society at a structural level. Parents teach their kids, who teach their kids and so on. This could be solved by increasing the quality of education in impoverished areas. Increasing the quality of education would allow people born in lower income areas to get better jobs through a better education.  ","The fact that people who made the underlying decisions did so in a racially biased way is because some people still have the superior attitude, or they didn’t care enough to make sure that systems are unbiased. This can be corrected by holding the police more accountable for racial profiling whether intentional or unintentional. ",A way we could address this is by giving the system a more diverse test and see if the system is racist or not. The more diverse the tests are the less discriminatory it will be and then release the algorithm once you feel it's no longer racially biased.,10000000000,40000000000,30000000000,20000000000,"100 billion is more than enough. It will allow us to kickstart this project and get it up and running as soon as possible.  The majority of extra funding would have to go to the structural aspect because we are funding the education of certain areas. Raising awareness is not as costly as supplying schools, hiring teachers ect."
10/21/2021 16:33:26,D2-2,"To address the fact American society has been unequal and discriminatory, you must first acknowledge it. Once you realize it has always been historically present, you can then understand the fact that it is structurally reproduced overtime. Since it has always been present, it was able to build itself up and set up almost a hierarchy. Changing this would require years and years of advocacy for the rights of the discriminated, to undo centuries of brainwashing.  This could be done through proper education, as well as campaigns to spread awareness of structural racism.","Structural racism is reproduced over time because individuals at a disadvantage due to these structures have trouble escaping conditions like poverty because people born into poverty will have a harder time escaping it due to a lack of opportunities and advantages. . Once you know the history it is easy to figure out why it is built in our society at a structural level. Parents teach their kids, who teach their kids and so on. This could be solved by increasing the quality of education in impoverished areas. Increasing the quality of education would allow people born in lower income areas to get better jobs through a better education.  ","The fact that people who made the underlying decisions did so in a racially biased way is because some people still have the superior attitude, or they didn’t care enough to make sure that systems are unbiased. This can be corrected by holding the police more accountable for racial profiling whether intentional or unintentional. ",A way we could address this is by giving the system a more diverse test and see if the system is racist or not. The more diverse the tests are the less discriminatory it will be and then release the algorithm once you feel it's no longer racially biased.,10000000000,40000000000,30000000000,20000000000,"100 billion is more than enough. It will allow us to kickstart this project and get it up and running as soon as possible.  The majority of extra funding would have to go to the structural aspect because we are funding the education of certain areas. Raising awareness is not as costly as supplying schools, hiring teachers ect."
